season,week,team,attempts,carries,passing_yards,rushing_yards,receiving_yards,total_plays,pass_rate,total_yards,yards_per_play,pass_yards_per_play,rush_yards_per_play
2023,18,LV,32,31,244.0,129.0,244.0,63,0.5079365079365079,617.0,9.793650793650794,7.625,4.161290322580645
2023,18,MIA,27,20,173.0,108.0,173.0,47,0.574468085106383,454.0,9.659574468085106,6.407407407407407,5.4
2023,18,MIN,44,22,396.0,89.0,396.0,66,0.6666666666666666,881.0,13.348484848484848,9.0,4.045454545454546
2023,18,NE,30,21,88.0,88.0,88.0,51,0.5882352941176471,264.0,5.176470588235294,2.933333333333333,4.190476190476191
2023,18,NO,28,35,264.0,154.0,264.0,63,0.4444444444444444,682.0,10.825396825396826,9.428571428571429,4.4
2023,18,NYG,34,30,311.0,109.0,311.0,64,0.53125,731.0,11.421875,9.147058823529411,3.6333333333333333
2023,18,NYJ,20,42,70.0,185.0,70.0,62,0.3225806451612903,325.0,5.241935483870968,3.5,4.404761904761905
2023,18,PHI,36,24,203.0,133.0,203.0,60,0.6,539.0,8.983333333333333,5.638888888888889,5.541666666666667
2023,18,PIT,20,39,152.0,155.0,152.0,59,0.3389830508474576,459.0,7.779661016949152,7.6,3.9743589743589745
2023,18,SEA,28,25,189.0,138.0,189.0,53,0.5283018867924528,516.0,9.735849056603774,6.75,5.52
2023,18,SF,26,29,189.0,125.0,189.0,55,0.4727272727272727,503.0,9.145454545454545,7.269230769230769,4.310344827586207
2023,18,TB,32,29,137.0,113.0,137.0,61,0.5245901639344263,387.0,6.344262295081967,4.28125,3.896551724137931
2023,18,TEN,27,25,168.0,175.0,168.0,52,0.5192307692307693,511.0,9.826923076923077,6.222222222222222,7.0
2023,18,WAS,28,17,157.0,50.0,157.0,45,0.6222222222222222,364.0,8.088888888888889,5.607142857142857,2.9411764705882355
2023,19,BUF,30,34,203.0,179.0,203.0,64,0.46875,585.0,9.140625,6.766666666666667,5.264705882352941
2023,19,CLE,46,20,307.0,56.0,307.0,66,0.696969696969697,670.0,10.151515151515152,6.673913043478261,2.8
2023,19,DAL,60,25,403.0,123.0,403.0,85,0.7058823529411765,929.0,10.929411764705883,6.716666666666667,4.92
2023,19,DET,27,25,277.0,79.0,277.0,52,0.5192307692307693,633.0,12.173076923076923,10.25925925925926,3.16
2023,19,GB,21,33,272.0,143.0,272.0,54,0.3888888888888889,687.0,12.722222222222221,12.952380952380953,4.333333333333333
2023,19,HOU,22,22,280.0,76.0,280.0,44,0.5,636.0,14.454545454545455,12.727272727272727,3.4545454545454546
2023,19,KC,41,34,262.0,147.0,262.0,75,0.5466666666666666,671.0,8.946666666666667,6.390243902439025,4.323529411764706
2023,19,LA,36,17,367.0,68.0,367.0,53,0.6792452830188679,802.0,15.132075471698114,10.194444444444445,4.0
2023,19,MIA,39,18,199.0,76.0,199.0,57,0.6842105263157895,474.0,8.31578947368421,5.102564102564102,4.222222222222222
2023,19,PHI,35,15,250.0,42.0,250.0,50,0.7,542.0,10.84,7.142857142857143,2.8
2023,19,PIT,39,23,229.0,106.0,229.0,62,0.6290322580645161,564.0,9.096774193548388,5.871794871794871,4.608695652173913
2023,19,TB,36,29,337.0,119.0,337.0,65,0.5538461538461539,793.0,12.2,9.36111111111111,4.103448275862069
2023,20,BAL,22,42,152.0,229.0,152.0,64,0.34375,533.0,8.328125,6.909090909090909,5.4523809523809526
2023,20,BUF,39,38,186.0,180.0,186.0,77,0.5064935064935064,552.0,7.1688311688311686,4.769230769230769,4.7368421052631575
2023,20,DET,43,26,287.0,114.0,287.0,69,0.6231884057971014,688.0,9.971014492753623,6.674418604651163,4.384615384615385
2023,20,GB,34,28,194.0,136.0,194.0,62,0.5483870967741935,524.0,8.451612903225806,5.705882352941177,4.857142857142857
2023,20,HOU,33,14,175.0,38.0,175.0,47,0.7021276595744681,388.0,8.25531914893617,5.303030303030303,2.7142857142857144
2023,20,KC,23,24,215.0,146.0,215.0,47,0.48936170212765956,576.0,12.25531914893617,9.347826086956522,6.083333333333333
2023,20,SF,39,24,252.0,111.0,252.0,63,0.6190476190476191,615.0,9.761904761904763,6.461538461538462,4.625
2023,20,TB,41,15,349.0,89.0,349.0,56,0.7321428571428571,787.0,14.053571428571429,8.512195121951219,5.933333333333334
2023,21,BAL,37,16,272.0,81.0,272.0,53,0.6981132075471698,625.0,11.79245283018868,7.351351351351352,5.0625
2023,21,DET,41,29,273.0,182.0,273.0,70,0.5857142857142857,728.0,10.4,6.658536585365853,6.275862068965517
2023,21,KC,39,32,241.0,89.0,241.0,71,0.5492957746478874,571.0,8.04225352112676,6.17948717948718,2.78125
2023,21,SF,31,32,267.0,152.0,234.0,63,0.49206349206349204,653.0,10.365079365079366,8.612903225806452,4.75
2023,22,KC,46,30,333.0,130.0,333.0,76,0.6052631578947368,796.0,10.473684210526315,7.239130434782608,4.333333333333333
2023,22,SF,39,30,276.0,108.0,245.0,69,0.5652173913043478,629.0,9.115942028985508,7.076923076923077,3.6
2024,1,ARI,31,25,162.0,124.0,162.0,56,0.5535714285714286,448.0,8.0,5.225806451612903,4.96
2024,1,ATL,26,22,155.0,89.0,155.0,48,0.5416666666666666,399.0,8.3125,5.961538461538462,4.045454545454546
2024,1,BAL,41,32,273.0,185.0,273.0,73,0.5616438356164384,731.0,10.013698630136986,6.658536585365853,5.78125
2024,1,BUF,23,33,232.0,130.0,232.0,56,0.4107142857142857,594.0,10.607142857142858,10.08695652173913,3.9393939393939394
2024,1,CAR,31,20,161.0,58.0,161.0,51,0.6078431372549019,380.0,7.450980392156863,5.193548387096774,2.9
2024,1,CHI,29,22,93.0,84.0,93.0,51,0.5686274509803921,270.0,5.294117647058823,3.206896551724138,3.8181818181818183
2024,1,CIN,29,16,164.0,70.0,164.0,45,0.6444444444444445,398.0,8.844444444444445,5.655172413793103,4.375
2024,1,CLE,45,19,169.0,93.0,169.0,64,0.703125,431.0,6.734375,3.7555555555555555,4.894736842105263
2024,1,DAL,32,25,179.0,102.0,161.0,57,0.5614035087719298,442.0,7.754385964912281,5.59375,4.08
2024,1,DEN,42,25,138.0,99.0,135.0,67,0.6268656716417911,372.0,5.552238805970149,3.2857142857142856,3.96
2024,1,DET,28,31,217.0,163.0,217.0,59,0.4745762711864407,597.0,10.11864406779661,7.75,5.258064516129032
2024,1,GB,35,21,260.0,163.0,260.0,56,0.625,683.0,12.196428571428571,7.428571428571429,7.761904761904762
2024,1,HOU,32,40,234.0,213.0,234.0,72,0.4444444444444444,681.0,9.458333333333334,7.3125,5.325
2024,1,IND,19,22,212.0,104.0,212.0,41,0.4634146341463415,528.0,12.878048780487806,11.157894736842104,4.7272727272727275
2024,1,JAX,21,26,162.0,128.0,162.0,47,0.44680851063829785,452.0,9.617021276595745,7.714285714285714,4.923076923076923
2024,1,KC,28,20,291.0,72.0,291.0,48,0.5833333333333334,654.0,13.625,10.392857142857142,3.6
2024,1,LA,49,23,317.0,83.0,317.0,72,0.6805555555555556,717.0,9.958333333333334,6.469387755102041,3.608695652173913
2024,1,LAC,26,27,144.0,176.0,144.0,53,0.49056603773584906,464.0,8.754716981132075,5.538461538461538,6.518518518518518
2024,1,LV,33,22,257.0,71.0,257.0,55,0.6,585.0,10.636363636363637,7.787878787878788,3.227272727272727
2024,1,MIA,37,23,338.0,73.0,338.0,60,0.6166666666666667,749.0,12.483333333333333,9.135135135135135,3.1739130434782608
2024,1,MIN,24,26,208.0,111.0,197.0,50,0.48,516.0,10.32,8.666666666666666,4.269230769230769
2024,1,NE,24,39,121.0,170.0,121.0,63,0.38095238095238093,412.0,6.5396825396825395,5.041666666666667,4.358974358974359
2024,1,NO,24,37,200.0,180.0,200.0,61,0.39344262295081966,580.0,9.508196721311476,8.333333333333334,4.864864864864865
2024,1,NYG,42,21,186.0,74.0,186.0,63,0.6666666666666666,446.0,7.079365079365079,4.428571428571429,3.5238095238095237
2024,1,NYJ,29,19,203.0,68.0,203.0,48,0.6041666666666666,474.0,9.875,7.0,3.5789473684210527
2024,1,PHI,34,38,278.0,144.0,278.0,72,0.4722222222222222,700.0,9.722222222222221,8.176470588235293,3.789473684210526
2024,1,PIT,23,41,156.0,137.0,156.0,64,0.359375,449.0,7.015625,6.782608695652174,3.341463414634146
2024,1,SEA,25,33,171.0,146.0,171.0,58,0.43103448275862066,488.0,8.413793103448276,6.84,4.424242424242424
2024,1,SF,29,38,231.0,180.0,191.0,67,0.43283582089552236,602.0,8.985074626865671,7.9655172413793105,4.7368421052631575
2024,1,TB,30,30,289.0,112.0,289.0,60,0.5,690.0,11.5,9.633333333333333,3.7333333333333334
2024,1,TEN,32,26,127.0,140.0,127.0,58,0.5517241379310345,394.0,6.793103448275862,3.96875,5.384615384615385
2024,1,WAS,24,30,184.0,138.0,184.0,54,0.4444444444444444,506.0,9.37037037037037,7.666666666666667,4.6
2024,2,ARI,21,40,266.0,231.0,266.0,61,0.3442622950819672,763.0,12.508196721311476,12.666666666666666,5.775
2024,2,ATL,29,28,241.0,152.0,241.0,57,0.5087719298245614,634.0,11.12280701754386,8.310344827586206,5.428571428571429
2024,2,BAL,34,27,247.0,151.0,247.0,61,0.5573770491803278,645.0,10.573770491803279,7.264705882352941,5.592592592592593
2024,2,BUF,19,26,139.0,108.0,139.0,45,0.4222222222222222,386.0,8.577777777777778,7.315789473684211,4.153846153846154
2024,2,CAR,26,18,84.0,90.0,84.0,44,0.5909090909090909,258.0,5.863636363636363,3.230769230769231,5.0
2024,2,CHI,37,22,174.0,71.0,174.0,59,0.6271186440677966,419.0,7.101694915254237,4.702702702702703,3.227272727272727
2024,2,CIN,36,22,258.0,74.0,258.0,58,0.6206896551724138,590.0,10.172413793103448,7.166666666666667,3.3636363636363638
2024,2,CLE,34,29,186.0,125.0,186.0,63,0.5396825396825397,497.0,7.888888888888889,5.470588235294118,4.310344827586207
2024,2,DAL,42,21,299.0,68.0,299.0,63,0.6666666666666666,666.0,10.571428571428571,7.119047619047619,3.238095238095238
2024,2,DEN,35,19,246.0,64.0,245.0,54,0.6481481481481481,555.0,10.277777777777779,7.0285714285714285,3.3684210526315788
2024,2,DET,55,27,307.0,139.0,324.0,82,0.6707317073170732,770.0,9.390243902439025,5.581818181818182,5.148148148148148
2024,2,GB,14,53,122.0,261.0,122.0,67,0.208955223880597,505.0,7.537313432835821,8.714285714285714,4.9245283018867925
2024,2,HOU,36,22,260.0,75.0,260.0,58,0.6206896551724138,595.0,10.258620689655173,7.222222222222222,3.409090909090909
2024,2,IND,34,18,204.0,140.0,204.0,52,0.6538461538461539,548.0,10.538461538461538,6.0,7.777777777777778
2024,2,JAX,30,21,220.0,127.0,220.0,51,0.5882352941176471,567.0,11.117647058823529,7.333333333333333,6.0476190476190474
2024,2,KC,25,32,151.0,149.0,150.0,57,0.43859649122807015,450.0,7.894736842105263,6.04,4.65625
2024,2,LA,27,20,216.0,53.0,216.0,47,0.574468085106383,485.0,10.319148936170214,8.0,2.65
2024,2,LAC,20,44,130.0,219.0,130.0,64,0.3125,479.0,7.484375,6.5,4.9772727272727275
2024,2,LV,38,17,276.0,27.0,276.0,55,0.6909090909090909,579.0,10.527272727272727,7.2631578947368425,1.588235294117647
2024,2,MIA,39,32,225.0,137.0,225.0,71,0.5492957746478874,587.0,8.267605633802816,5.769230769230769,4.28125
2024,2,MIN,26,24,268.0,146.0,268.0,50,0.52,682.0,13.64,10.307692307692308,6.083333333333333
2024,2,NE,27,36,149.0,185.0,149.0,63,0.42857142857142855,483.0,7.666666666666667,5.518518518518518,5.138888888888889
2024,2,NO,16,39,243.0,190.0,243.0,55,0.2909090909090909,676.0,12.290909090909091,15.1875,4.871794871794871
2024,2,NYG,28,22,178.0,129.0,178.0,50,0.56,485.0,9.7,6.357142857142857,5.863636363636363
2024,2,NYJ,30,24,176.0,101.0,176.0,54,0.5555555555555556,453.0,8.38888888888889,5.866666666666666,4.208333333333333
2024,2,PHI,30,37,183.0,186.0,183.0,67,0.44776119402985076,552.0,8.238805970149254,6.1,5.027027027027027
2024,2,PIT,20,36,117.0,141.0,117.0,56,0.35714285714285715,375.0,6.696428571428571,5.85,3.9166666666666665
2024,2,SEA,44,19,327.0,46.0,327.0,63,0.6984126984126984,700.0,11.11111111111111,7.431818181818182,2.4210526315789473
2024,2,SF,36,25,319.0,102.0,300.0,61,0.5901639344262295,721.0,11.819672131147541,8.86111111111111,4.08
2024,2,TB,19,23,185.0,70.0,185.0,42,0.4523809523809524,440.0,10.476190476190476,9.736842105263158,3.0434782608695654
2024,2,TEN,28,28,192.0,130.0,192.0,56,0.5,514.0,9.178571428571429,6.857142857142857,4.642857142857143
2024,2,WAS,29,35,226.0,215.0,226.0,64,0.453125,667.0,10.421875,7.793103448275862,6.142857142857143
2024,3,ARI,34,18,207.0,77.0,207.0,52,0.6538461538461539,491.0,9.442307692307692,6.088235294117647,4.277777777777778
2024,3,ATL,29,25,230.0,82.0,230.0,54,0.5370370370370371,542.0,10.037037037037036,7.931034482758621,3.28
2024,3,BAL,15,45,182.0,274.0,182.0,60,0.25,638.0,10.633333333333333,12.133333333333333,6.088888888888889
2024,3,BUF,31,29,266.0,122.0,266.0,60,0.5166666666666667,654.0,10.9,8.580645161290322,4.206896551724138
2024,3,CAR,37,31,319.0,131.0,319.0,68,0.5441176470588235,769.0,11.308823529411764,8.621621621621621,4.225806451612903
2024,3,CHI,52,28,363.0,63.0,363.0,80,0.65,789.0,9.8625,6.980769230769231,2.25
2024,3,CIN,38,20,324.0,124.0,324.0,58,0.6551724137931034,772.0,13.310344827586206,8.526315789473685,6.2
2024,3,CLE,37,18,196.0,69.0,196.0,55,0.6727272727272727,461.0,8.381818181818181,5.297297297297297,3.8333333333333335
2024,3,DAL,51,16,379.0,51.0,338.0,67,0.7611940298507462,768.0,11.462686567164178,7.431372549019608,3.1875
2024,3,DEN,36,28,216.0,136.0,216.0,64,0.5625,568.0,8.875,6.0,4.857142857142857
2024,3,DET,23,43,199.0,187.0,179.0,66,0.3484848484848485,565.0,8.56060606060606,8.652173913043478,4.348837209302325
2024,3,GB,19,37,202.0,188.0,202.0,56,0.3392857142857143,592.0,10.571428571428571,10.631578947368421,5.081081081081081
2024,3,HOU,44,14,307.0,38.0,307.0,58,0.7586206896551724,652.0,11.241379310344827,6.9772727272727275,2.7142857142857144
2024,3,IND,20,33,167.0,150.0,167.0,53,0.37735849056603776,484.0,9.132075471698114,8.35,4.545454545454546
2024,3,JAX,46,17,200.0,92.0,200.0,63,0.7301587301587301,492.0,7.809523809523809,4.3478260869565215,5.411764705882353
2024,3,KC,39,33,217.0,128.0,217.0,72,0.5416666666666666,562.0,7.805555555555555,5.564102564102564,3.878787878787879
2024,3,LA,26,26,221.0,98.0,221.0,52,0.5,540.0,10.384615384615385,8.5,3.769230769230769
2024,3,LAC,20,20,149.0,61.0,149.0,40,0.5,359.0,8.975,7.45,3.05
2024,3,LV,40,16,296.0,55.0,296.0,56,0.7142857142857143,647.0,11.553571428571429,7.4,3.4375
2024,3,MIA,32,17,186.0,67.0,170.0,49,0.6530612244897959,423.0,8.63265306122449,5.8125,3.9411764705882355
2024,3,MIN,28,28,181.0,118.0,181.0,56,0.5,480.0,8.571428571428571,6.464285714285714,4.214285714285714
2024,3,NE,26,15,120.0,78.0,120.0,41,0.6341463414634146,318.0,7.7560975609756095,4.615384615384615,5.2
2024,3,NO,25,29,142.0,89.0,142.0,54,0.46296296296296297,373.0,6.907407407407407,5.68,3.0689655172413794
2024,3,NYG,35,32,236.0,112.0,236.0,67,0.5223880597014925,584.0,8.716417910447761,6.742857142857143,3.5
2024,3,NYJ,35,33,281.0,133.0,281.0,68,0.5147058823529411,695.0,10.220588235294118,8.028571428571428,4.03030303030303
2024,3,PHI,38,25,311.0,172.0,311.0,63,0.6031746031746031,794.0,12.603174603174603,8.18421052631579,6.88
2024,3,PIT,32,31,245.0,114.0,245.0,63,0.5079365079365079,604.0,9.587301587301587,7.65625,3.6774193548387095
2024,3,SEA,34,23,289.0,100.0,289.0,57,0.5964912280701754,678.0,11.894736842105264,8.5,4.3478260869565215
2024,3,SF,30,34,292.0,137.0,287.0,64,0.46875,716.0,11.1875,9.733333333333333,4.029411764705882
2024,3,TB,33,16,163.0,91.0,163.0,49,0.673469387755102,417.0,8.510204081632653,4.9393939393939394,5.6875
2024,3,TEN,34,11,260.0,33.0,260.0,45,0.7555555555555555,553.0,12.28888888888889,7.647058823529412,3.0
2024,3,WAS,23,32,254.0,108.0,253.0,55,0.41818181818181815,615.0,11.181818181818182,11.043478260869565,3.375
2024,4,ARI,22,32,142.0,181.0,142.0,54,0.4074074074074074,465.0,8.61111111111111,6.454545454545454,5.65625
2024,4,ATL,35,15,238.0,88.0,238.0,50,0.7,564.0,11.28,6.8,5.866666666666666
2024,4,BAL,19,34,157.0,271.0,157.0,53,0.3584905660377358,585.0,11.037735849056604,8.263157894736842,7.970588235294118
2024,4,BUF,31,23,182.0,81.0,182.0,54,0.5740740740740741,445.0,8.24074074074074,5.870967741935484,3.5217391304347827
2024,4,CAR,40,29,220.0,155.0,220.0,69,0.5797101449275363,595.0,8.623188405797102,5.5,5.344827586206897
2024,4,CHI,23,28,157.0,131.0,157.0,51,0.45098039215686275,445.0,8.72549019607843,6.826086956521739,4.678571428571429
2024,4,CIN,31,31,232.0,141.0,232.0,62,0.5,605.0,9.758064516129032,7.483870967741935,4.548387096774194
2024,4,CLE,32,22,176.0,92.0,176.0,54,0.5925925925925926,444.0,8.222222222222221,5.5,4.181818181818182
2024,4,DAL,27,21,221.0,72.0,207.0,48,0.5625,500.0,10.416666666666666,8.185185185185185,3.4285714285714284
2024,4,DEN,25,31,60.0,126.0,57.0,56,0.44642857142857145,243.0,4.339285714285714,2.4,4.064516129032258
2024,4,DET,19,28,299.0,116.0,299.0,47,0.40425531914893614,714.0,15.191489361702128,15.736842105263158,4.142857142857143
2024,4,GB,54,19,389.0,86.0,389.0,73,0.7397260273972602,864.0,11.835616438356164,7.203703703703703,4.526315789473684
2024,4,HOU,40,26,345.0,101.0,345.0,66,0.6060606060606061,791.0,11.984848484848484,8.625,3.8846153846153846
2024,4,IND,30,32,239.0,133.0,239.0,62,0.4838709677419355,611.0,9.85483870967742,7.966666666666667,4.15625
2024,4,JAX,33,24,169.0,158.0,174.0,57,0.5789473684210527,501.0,8.789473684210526,5.121212121212121,6.583333333333333
2024,4,KC,29,26,245.0,101.0,245.0,55,0.5272727272727272,591.0,10.745454545454546,8.448275862068966,3.8846153846153846
2024,4,LA,29,26,224.0,119.0,224.0,55,0.5272727272727272,567.0,10.309090909090909,7.724137931034483,4.576923076923077
2024,4,LAC,27,24,179.0,55.0,172.0,51,0.5294117647058824,406.0,7.96078431372549,6.62962962962963,2.2916666666666665
2024,4,LV,24,29,130.0,152.0,130.0,53,0.4528301886792453,412.0,7.773584905660377,5.416666666666667,5.241379310344827
2024,4,MIA,22,30,96.0,106.0,96.0,52,0.4230769230769231,298.0,5.730769230769231,4.363636363636363,3.533333333333333
2024,4,MIN,28,34,275.0,120.0,275.0,62,0.45161290322580644,670.0,10.806451612903226,9.821428571428571,3.5294117647058822
2024,4,NE,32,24,168.0,73.0,168.0,56,0.5714285714285714,409.0,7.303571428571429,5.25,3.0416666666666665
2024,4,NO,36,33,239.0,131.0,239.0,69,0.5217391304347826,609.0,8.826086956521738,6.638888888888889,3.9696969696969697
2024,4,NYG,40,24,281.0,26.0,281.0,64,0.625,588.0,9.1875,7.025,1.0833333333333333
2024,4,NYJ,42,23,225.0,64.0,225.0,65,0.6461538461538462,514.0,7.907692307692308,5.357142857142857,2.782608695652174
2024,4,PHI,30,20,158.0,113.0,158.0,50,0.6,429.0,8.58,5.266666666666667,5.65
2024,4,PIT,34,30,312.0,122.0,312.0,64,0.53125,746.0,11.65625,9.176470588235293,4.066666666666666
2024,4,SEA,56,19,395.0,133.0,395.0,75,0.7466666666666667,923.0,12.306666666666667,7.053571428571429,7.0
2024,4,SF,27,32,288.0,148.0,276.0,59,0.4576271186440678,712.0,12.067796610169491,10.666666666666666,4.625
2024,4,TB,47,25,347.0,111.0,347.0,72,0.6527777777777778,805.0,11.180555555555555,7.382978723404255,4.44
2024,4,TEN,21,40,110.0,142.0,110.0,61,0.3442622950819672,362.0,5.934426229508197,5.238095238095238,3.55
2024,4,WAS,30,37,233.0,216.0,233.0,67,0.44776119402985076,682.0,10.17910447761194,7.766666666666667,5.837837837837838
2024,5,ARI,30,26,195.0,169.0,195.0,56,0.5357142857142857,559.0,9.982142857142858,6.5,6.5
2024,5,ATL,59,18,509.0,73.0,509.0,77,0.7662337662337663,1091.0,14.168831168831169,8.627118644067796,4.055555555555555
2024,5,BAL,42,34,348.0,175.0,348.0,76,0.5526315789473685,871.0,11.460526315789474,8.285714285714286,5.147058823529412
2024,5,BUF,30,28,131.0,150.0,131.0,58,0.5172413793103449,412.0,7.103448275862069,4.366666666666666,5.357142857142857
2024,5,CAR,35,19,194.0,120.0,194.0,54,0.6481481481481481,508.0,9.407407407407407,5.542857142857143,6.315789473684211
2024,5,CHI,29,39,304.0,128.0,304.0,68,0.4264705882352941,736.0,10.823529411764707,10.482758620689655,3.282051282051282
2024,5,CIN,39,23,392.0,71.0,392.0,62,0.6290322580645161,855.0,13.790322580645162,10.051282051282051,3.0869565217391304
2024,5,CLE,29,23,141.0,104.0,141.0,52,0.5576923076923077,386.0,7.423076923076923,4.862068965517241,4.521739130434782
2024,5,DAL,42,29,352.0,103.0,334.0,71,0.5915492957746479,789.0,11.112676056338028,8.380952380952381,3.5517241379310347
2024,5,DEN,27,28,206.0,109.0,201.0,55,0.4909090909090909,516.0,9.381818181818181,7.62962962962963,3.892857142857143
2024,5,GB,26,30,224.0,126.0,224.0,56,0.4642857142857143,574.0,10.25,8.615384615384615,4.2
2024,5,HOU,38,28,331.0,94.0,331.0,66,0.5757575757575758,756.0,11.454545454545455,8.710526315789474,3.357142857142857
2024,5,IND,45,20,383.0,99.0,383.0,65,0.6923076923076923,865.0,13.307692307692308,8.511111111111111,4.95
2024,5,JAX,34,23,371.0,126.0,371.0,57,0.5964912280701754,868.0,15.228070175438596,10.911764705882353,5.478260869565218
2024,5,KC,39,39,331.0,139.0,331.0,78,0.5,801.0,10.26923076923077,8.487179487179487,3.5641025641025643
2024,5,LA,45,28,260.0,134.0,260.0,73,0.6164383561643836,654.0,8.95890410958904,5.777777777777778,4.785714285714286
2024,5,LV,37,25,231.0,115.0,231.0,62,0.5967741935483871,577.0,9.306451612903226,6.243243243243243,4.6
2024,5,MIA,31,39,194.0,190.0,194.0,70,0.44285714285714284,578.0,8.257142857142858,6.258064516129032,4.871794871794871
2024,5,MIN,32,28,203.0,72.0,203.0,60,0.5333333333333333,478.0,7.966666666666667,6.34375,2.5714285714285716
2024,5,NE,34,19,160.0,151.0,160.0,53,0.6415094339622641,471.0,8.88679245283019,4.705882352941177,7.947368421052632
2024,5,NO,35,15,182.0,46.0,182.0,50,0.7,410.0,8.2,5.2,3.066666666666667
2024,5,NYG,34,34,257.0,175.0,257.0,68,0.5,689.0,10.132352941176471,7.5588235294117645,5.147058823529412
2024,5,NYJ,54,14,244.0,36.0,244.0,68,0.7941176470588235,524.0,7.705882352941177,4.518518518518518,2.5714285714285716
2024,5,PIT,28,26,150.0,92.0,152.0,54,0.5185185185185185,394.0,7.296296296296297,5.357142857142857,3.5384615384615383
2024,5,SEA,40,11,284.0,102.0,284.0,51,0.7843137254901961,670.0,13.137254901960784,7.1,9.272727272727273
2024,5,SF,35,26,244.0,153.0,244.0,61,0.5737704918032787,641.0,10.508196721311476,6.9714285714285715,5.884615384615385
2024,5,TB,24,26,180.0,160.0,180.0,50,0.48,520.0,10.4,7.5,6.153846153846154
2024,5,WAS,28,34,236.0,215.0,236.0,62,0.45161290322580644,687.0,11.080645161290322,8.428571428571429,6.323529411764706
2024,6,ARI,32,23,214.0,89.0,214.0,55,0.5818181818181818,517.0,9.4,6.6875,3.869565217391304
2024,6,ATL,30,38,225.0,198.0,225.0,68,0.4411764705882353,648.0,9.529411764705882,7.5,5.2105263157894735
2024,6,BAL,26,37,323.0,176.0,323.0,63,0.4126984126984127,822.0,13.047619047619047,12.423076923076923,4.756756756756757
2024,6,BUF,25,33,215.0,149.0,215.0,58,0.43103448275862066,579.0,9.982758620689655,8.6,4.515151515151516
2024,6,CAR,38,24,221.0,114.0,221.0,62,0.6129032258064516,556.0,8.96774193548387,5.815789473684211,4.75
2024,6,CHI,29,29,226.0,152.0,226.0,58,0.5,604.0,10.413793103448276,7.793103448275862,5.241379310344827
2024,6,CIN,28,20,208.0,121.0,208.0,48,0.5833333333333334,537.0,11.1875,7.428571428571429,6.05
2024,6,CLE,23,25,168.0,100.0,168.0,48,0.4791666666666667,436.0,9.083333333333334,7.304347826086956,4.0
2024,6,DAL,44,17,224.0,53.0,224.0,61,0.7213114754098361,501.0,8.21311475409836,5.090909090909091,3.1176470588235294
2024,6,DEN,33,18,216.0,110.0,216.0,51,0.6470588235294118,542.0,10.627450980392156,6.545454545454546,6.111111111111111
2024,6,DET,27,36,334.0,184.0,334.0,63,0.42857142857142855,852.0,13.523809523809524,12.37037037037037,5.111111111111111
2024,6,GB,32,38,258.0,179.0,258.0,70,0.45714285714285713,695.0,9.928571428571429,8.0625,4.7105263157894735
2024,6,HOU,32,28,192.0,192.0,192.0,60,0.5333333333333333,576.0,9.6,6.0,6.857142857142857
2024,6,IND,38,28,189.0,80.0,189.0,66,0.5757575757575758,458.0,6.9393939393939394,4.973684210526316,2.857142857142857
2024,6,JAX,36,20,240.0,68.0,240.0,56,0.6428571428571429,548.0,9.785714285714286,6.666666666666667,3.4
2024,6,LAC,34,38,237.0,128.0,237.0,72,0.4722222222222222,602.0,8.36111111111111,6.970588235294118,3.3684210526315788
2024,6,LV,40,19,227.0,57.0,227.0,59,0.6779661016949152,511.0,8.661016949152541,5.675,3.0
2024,6,NE,33,26,243.0,82.0,243.0,59,0.559322033898305,568.0,9.627118644067796,7.363636363636363,3.1538461538461537
2024,6,NO,40,21,243.0,81.0,243.0,61,0.6557377049180327,567.0,9.295081967213115,6.075,3.857142857142857
2024,6,NYG,41,31,205.0,119.0,205.0,72,0.5694444444444444,529.0,7.347222222222222,5.0,3.838709677419355
2024,6,NYJ,35,21,294.0,121.0,294.0,56,0.625,709.0,12.660714285714286,8.4,5.761904761904762
2024,6,PHI,25,36,264.0,116.0,264.0,61,0.4098360655737705,644.0,10.557377049180328,10.56,3.2222222222222223
2024,6,PIT,24,35,145.0,183.0,145.0,59,0.4067796610169492,473.0,8.016949152542374,6.041666666666667,5.228571428571429
2024,6,SEA,52,20,312.0,52.0,312.0,72,0.7222222222222222,676.0,9.38888888888889,6.0,2.6
2024,6,SF,28,32,255.0,222.0,245.0,60,0.4666666666666667,722.0,12.033333333333333,9.107142857142858,6.9375
2024,6,TB,36,35,325.0,277.0,316.0,71,0.5070422535211268,918.0,12.929577464788732,9.027777777777779,7.914285714285715
2024,6,TEN,27,28,95.0,146.0,95.0,55,0.4909090909090909,336.0,6.109090909090909,3.5185185185185186,5.214285714285714
2024,6,WAS,35,18,269.0,52.0,269.0,53,0.660377358490566,590.0,11.132075471698114,7.685714285714286,2.888888888888889
2024,7,ARI,26,29,145.0,181.0,145.0,55,0.4727272727272727,471.0,8.563636363636364,5.576923076923077,6.241379310344827
2024,7,ATL,36,32,246.0,155.0,246.0,68,0.5294117647058824,647.0,9.514705882352942,6.833333333333333,4.84375
2024,7,BAL,22,30,281.0,244.0,281.0,52,0.4230769230769231,806.0,15.5,12.772727272727273,8.133333333333333
2024,7,BUF,33,20,323.0,74.0,323.0,53,0.6226415094339622,720.0,13.584905660377359,9.787878787878787,3.7
