season,week,team,attempts,carries,passing_yards,rushing_yards,receiving_yards,total_plays,pass_rate,total_yards,yards_per_play,pass_yards_per_play,rush_yards_per_play
2023,3,DET,33,30,243.0,115.0,243.0,63,0.5238095238095238,601.0,9.53968253968254,7.363636363636363,3.8333333333333335
2023,3,GB,44,25,259.0,84.0,259.0,69,0.6376811594202898,602.0,8.72463768115942,5.886363636363637,3.36
2023,3,HOU,30,26,280.0,86.0,280.0,56,0.5357142857142857,646.0,11.535714285714286,9.333333333333334,3.3076923076923075
2023,3,IND,44,35,227.0,139.0,227.0,79,0.5569620253164557,593.0,7.506329113924051,5.159090909090909,3.9714285714285715
2023,3,JAX,42,27,288.0,116.0,288.0,69,0.6086956521739131,692.0,10.028985507246377,6.857142857142857,4.296296296296297
2023,3,KC,38,37,303.0,153.0,303.0,75,0.5066666666666667,759.0,10.12,7.973684210526316,4.135135135135135
2023,3,LA,33,13,269.0,71.0,269.0,46,0.717391304347826,609.0,13.23913043478261,8.151515151515152,5.461538461538462
2023,3,LAC,48,15,454.0,30.0,454.0,63,0.7619047619047619,938.0,14.88888888888889,9.458333333333334,2.0
2023,3,LV,44,19,324.0,69.0,324.0,63,0.6984126984126984,717.0,11.380952380952381,7.363636363636363,3.6315789473684212
2023,3,MIA,28,41,376.0,350.0,376.0,69,0.4057971014492754,1102.0,15.971014492753623,13.428571428571429,8.536585365853659
2023,3,MIN,50,24,367.0,130.0,360.0,74,0.6756756756756757,857.0,11.58108108108108,7.34,5.416666666666667
2023,3,NE,29,40,201.0,157.0,201.0,69,0.42028985507246375,559.0,8.101449275362318,6.931034482758621,3.925
2023,3,NO,34,22,204.0,77.0,204.0,56,0.6071428571428571,485.0,8.660714285714286,6.0,3.5
2023,3,NYG,33,11,137.0,29.0,137.0,44,0.75,303.0,6.886363636363637,4.151515151515151,2.6363636363636362
2023,3,NYJ,36,21,157.0,37.0,157.0,57,0.631578947368421,351.0,6.157894736842105,4.361111111111111,1.7619047619047619
2023,3,PHI,37,40,277.0,201.0,277.0,77,0.4805194805194805,755.0,9.805194805194805,7.486486486486487,5.025
2023,3,PIT,28,31,235.0,105.0,235.0,59,0.4745762711864407,575.0,9.745762711864407,8.392857142857142,3.3870967741935485
2023,3,SEA,36,33,296.0,146.0,296.0,69,0.5217391304347826,738.0,10.695652173913043,8.222222222222221,4.424242424242424
2023,3,SF,37,38,310.0,138.0,310.0,75,0.49333333333333335,758.0,10.106666666666667,8.378378378378379,3.6315789473684212
2023,3,TB,25,17,146.0,41.0,146.0,42,0.5952380952380952,333.0,7.928571428571429,5.84,2.411764705882353
2023,3,TEN,25,15,104.0,26.0,104.0,40,0.625,234.0,5.85,4.16,1.7333333333333334
2023,3,WAS,29,13,170.0,105.0,170.0,42,0.6904761904761905,445.0,10.595238095238095,5.862068965517241,8.076923076923077
2023,4,ARI,41,24,265.0,103.0,265.0,65,0.6307692307692307,633.0,9.738461538461538,6.463414634146342,4.291666666666667
2023,4,ATL,31,22,191.0,127.0,191.0,53,0.5849056603773585,509.0,9.60377358490566,6.161290322580645,5.7727272727272725
2023,4,BAL,19,33,186.0,131.0,172.0,52,0.36538461538461536,489.0,9.403846153846153,9.789473684210526,3.9696969696969697
2023,4,BUF,25,29,320.0,104.0,320.0,54,0.46296296296296297,744.0,13.777777777777779,12.8,3.586206896551724
2023,4,CAR,32,31,204.0,83.0,204.0,63,0.5079365079365079,491.0,7.7936507936507935,6.375,2.6774193548387095
2023,4,CHI,35,31,335.0,171.0,335.0,66,0.5303030303030303,841.0,12.742424242424242,9.571428571428571,5.516129032258065
2023,4,CIN,30,18,165.0,72.0,165.0,48,0.625,402.0,8.375,5.5,4.0
2023,4,CLE,36,25,121.0,93.0,121.0,61,0.5901639344262295,335.0,5.491803278688525,3.361111111111111,3.72
2023,4,DAL,36,28,281.0,120.0,281.0,64,0.5625,682.0,10.65625,7.805555555555555,4.285714285714286
2023,4,DEN,28,19,223.0,97.0,223.0,47,0.5957446808510638,543.0,11.553191489361701,7.964285714285714,5.105263157894737
2023,4,DET,28,43,210.0,211.0,210.0,71,0.39436619718309857,631.0,8.887323943661972,7.5,4.906976744186046
2023,4,GB,36,12,246.0,27.0,246.0,48,0.75,519.0,10.8125,6.833333333333333,2.25
2023,4,HOU,31,38,312.0,139.0,312.0,69,0.4492753623188406,763.0,11.057971014492754,10.064516129032258,3.6578947368421053
2023,4,IND,25,31,200.0,133.0,200.0,56,0.44642857142857145,533.0,9.517857142857142,8.0,4.290322580645161
2023,4,JAX,30,32,207.0,105.0,207.0,62,0.4838709677419355,519.0,8.370967741935484,6.9,3.28125
2023,4,KC,30,35,203.0,204.0,203.0,65,0.46153846153846156,610.0,9.384615384615385,6.766666666666667,5.828571428571428
2023,4,LA,40,36,319.0,164.0,319.0,76,0.5263157894736842,802.0,10.552631578947368,7.975,4.555555555555555
2023,4,LAC,24,37,167.0,155.0,167.0,61,0.39344262295081966,489.0,8.01639344262295,6.958333333333333,4.1891891891891895
2023,4,LV,39,23,238.0,76.0,226.0,62,0.6290322580645161,540.0,8.709677419354838,6.102564102564102,3.3043478260869565
2023,4,MIA,35,19,282.0,142.0,259.0,54,0.6481481481481481,683.0,12.648148148148149,8.057142857142857,7.473684210526316
2023,4,MIN,19,23,139.0,135.0,139.0,42,0.4523809523809524,413.0,9.833333333333334,7.315789473684211,5.869565217391305
2023,4,NE,30,23,207.0,53.0,207.0,53,0.5660377358490566,467.0,8.81132075471698,6.9,2.3043478260869565
2023,4,NO,39,18,140.0,65.0,135.0,57,0.6842105263157895,340.0,5.964912280701754,3.58974358974359,3.611111111111111
2023,4,NYG,34,29,203.0,112.0,203.0,63,0.5396825396825397,518.0,8.222222222222221,5.970588235294118,3.8620689655172415
2023,4,NYJ,39,16,245.0,108.0,245.0,55,0.7090909090909091,598.0,10.872727272727273,6.282051282051282,6.75
2023,4,PHI,37,27,319.0,104.0,319.0,64,0.578125,742.0,11.59375,8.621621621621621,3.8518518518518516
2023,4,PIT,28,25,132.0,114.0,132.0,53,0.5283018867924528,378.0,7.132075471698113,4.714285714285714,4.56
2023,4,SEA,26,23,173.0,121.0,173.0,49,0.5306122448979592,467.0,9.53061224489796,6.653846153846154,5.260869565217392
2023,4,SF,21,29,283.0,121.0,279.0,50,0.42,683.0,13.66,13.476190476190476,4.172413793103448
2023,4,TB,33,33,246.0,114.0,246.0,66,0.5,606.0,9.181818181818182,7.454545454545454,3.4545454545454546
2023,4,TEN,26,33,242.0,173.0,242.0,59,0.4406779661016949,657.0,11.135593220338983,9.307692307692308,5.242424242424242
2023,4,WAS,41,28,290.0,107.0,290.0,69,0.5942028985507246,687.0,9.956521739130435,7.073170731707317,3.8214285714285716
2023,5,ARI,32,22,166.0,142.0,166.0,54,0.5925925925925926,474.0,8.777777777777779,5.1875,6.454545454545454
2023,5,ATL,38,36,351.0,96.0,323.0,74,0.5135135135135135,770.0,10.405405405405405,9.236842105263158,2.6666666666666665
2023,5,BAL,38,25,236.0,125.0,236.0,63,0.6031746031746031,597.0,9.476190476190476,6.2105263157894735,5.0
2023,5,BUF,40,14,359.0,29.0,359.0,54,0.7407407407407407,747.0,13.833333333333334,8.975,2.0714285714285716
2023,5,CAR,41,23,247.0,99.0,247.0,64,0.640625,593.0,9.265625,6.024390243902439,4.304347826086956
2023,5,CHI,29,24,282.0,152.0,282.0,53,0.5471698113207547,716.0,13.50943396226415,9.724137931034482,6.333333333333333
2023,5,CIN,46,30,317.0,93.0,317.0,76,0.6052631578947368,727.0,9.56578947368421,6.891304347826087,3.1
2023,5,DAL,26,19,161.0,57.0,161.0,45,0.5777777777777777,379.0,8.422222222222222,6.1923076923076925,3.0
2023,5,DEN,31,22,196.0,139.0,196.0,53,0.5849056603773585,531.0,10.018867924528301,6.32258064516129,6.318181818181818
2023,5,DET,28,30,236.0,159.0,236.0,58,0.4827586206896552,631.0,10.879310344827585,8.428571428571429,5.3
2023,5,GB,30,25,182.0,110.0,182.0,55,0.5454545454545454,474.0,8.618181818181819,6.066666666666666,4.4
2023,5,HOU,35,23,249.0,64.0,249.0,58,0.603448275862069,562.0,9.689655172413794,7.114285714285714,2.782608695652174
2023,5,IND,26,34,253.0,193.0,253.0,60,0.43333333333333335,699.0,11.65,9.73076923076923,5.676470588235294
2023,5,JAX,37,40,315.0,196.0,315.0,77,0.4805194805194805,826.0,10.727272727272727,8.513513513513514,4.9
2023,5,KC,41,21,281.0,67.0,281.0,62,0.6612903225806451,629.0,10.14516129032258,6.853658536585366,3.1904761904761907
2023,5,LA,37,14,222.0,54.0,222.0,51,0.7254901960784313,498.0,9.764705882352942,6.0,3.857142857142857
2023,5,LV,31,29,208.0,96.0,208.0,60,0.5166666666666667,512.0,8.533333333333333,6.709677419354839,3.310344827586207
2023,5,MIA,30,23,308.0,222.0,308.0,53,0.5660377358490566,838.0,15.81132075471698,10.266666666666667,9.652173913043478
2023,5,MIN,47,18,284.0,70.0,284.0,65,0.7230769230769231,638.0,9.815384615384616,6.042553191489362,3.888888888888889
2023,5,NE,31,18,132.0,45.0,132.0,49,0.6326530612244898,309.0,6.3061224489795915,4.258064516129032,2.5
2023,5,NO,26,42,183.0,136.0,183.0,68,0.38235294117647056,502.0,7.382352941176471,7.038461538461538,3.238095238095238
2023,5,NYG,32,29,205.0,85.0,205.0,61,0.5245901639344263,495.0,8.114754098360656,6.40625,2.9310344827586206
2023,5,NYJ,26,32,199.0,234.0,199.0,58,0.4482758620689655,632.0,10.89655172413793,7.653846153846154,7.3125
2023,5,PHI,38,39,303.0,159.0,303.0,77,0.4935064935064935,765.0,9.935064935064934,7.973684210526316,4.076923076923077
2023,5,PIT,32,30,224.0,87.0,224.0,62,0.5161290322580645,535.0,8.629032258064516,7.0,2.9
2023,5,SF,25,41,253.0,170.0,227.0,66,0.3787878787878788,650.0,9.848484848484848,10.12,4.146341463414634
2023,5,TEN,35,22,264.0,89.0,264.0,57,0.6140350877192983,617.0,10.824561403508772,7.542857142857143,4.045454545454546
2023,5,WAS,51,10,388.0,29.0,388.0,61,0.8360655737704918,805.0,13.19672131147541,7.607843137254902,2.9
2023,6,ARI,41,30,235.0,130.0,235.0,71,0.5774647887323944,600.0,8.450704225352112,5.7317073170731705,4.333333333333333
2023,6,ATL,47,29,307.0,106.0,307.0,76,0.618421052631579,720.0,9.473684210526315,6.531914893617022,3.6551724137931036
2023,6,BAL,30,39,223.0,139.0,220.0,69,0.43478260869565216,582.0,8.434782608695652,7.433333333333334,3.5641025641025643
2023,6,BUF,30,29,169.0,128.0,169.0,59,0.5084745762711864,466.0,7.898305084745763,5.633333333333334,4.413793103448276
2023,6,CAR,38,25,217.0,108.0,224.0,63,0.6031746031746031,549.0,8.714285714285714,5.7105263157894735,4.32
2023,6,CHI,24,36,141.0,162.0,140.0,60,0.4,443.0,7.383333333333334,5.875,4.5
2023,6,CIN,35,15,185.0,46.0,185.0,50,0.7,416.0,8.32,5.285714285714286,3.066666666666667
2023,6,CLE,34,34,192.0,160.0,192.0,68,0.5,544.0,8.0,5.647058823529412,4.705882352941177
2023,6,DAL,30,26,272.0,96.0,272.0,56,0.5357142857142857,640.0,11.428571428571429,9.066666666666666,3.6923076923076925
2023,6,DEN,22,21,95.0,113.0,95.0,43,0.5116279069767442,303.0,7.046511627906977,4.318181818181818,5.380952380952381
2023,6,DET,44,22,353.0,40.0,353.0,66,0.6666666666666666,746.0,11.303030303030303,8.022727272727273,1.8181818181818181
2023,6,HOU,27,31,199.0,120.0,199.0,58,0.46551724137931033,518.0,8.931034482758621,7.37037037037037,3.870967741935484
2023,6,IND,55,17,329.0,44.0,329.0,72,0.7638888888888888,702.0,9.75,5.9818181818181815,2.588235294117647
2023,6,JAX,30,29,181.0,85.0,181.0,59,0.5084745762711864,447.0,7.576271186440678,6.033333333333333,2.9310344827586206
2023,6,KC,41,27,306.0,96.0,306.0,68,0.6029411764705882,708.0,10.411764705882353,7.463414634146342,3.5555555555555554
2023,6,LA,24,28,226.0,179.0,226.0,52,0.46153846153846156,631.0,12.134615384615385,9.416666666666666,6.392857142857143
2023,6,LAC,37,23,227.0,53.0,227.0,60,0.6166666666666667,507.0,8.45,6.135135135135135,2.3043478260869565
2023,6,LV,32,33,264.0,84.0,264.0,65,0.49230769230769234,612.0,9.415384615384616,8.25,2.5454545454545454
2023,6,MIA,32,33,262.0,162.0,262.0,65,0.49230769230769234,686.0,10.553846153846154,8.1875,4.909090909090909
2023,6,MIN,31,22,181.0,46.0,181.0,53,0.5849056603773585,408.0,7.69811320754717,5.838709677419355,2.090909090909091
2023,6,NE,33,19,200.0,83.0,200.0,52,0.6346153846153846,483.0,9.288461538461538,6.0606060606060606,4.368421052631579
2023,6,NO,51,25,357.0,89.0,357.0,76,0.6710526315789473,803.0,10.56578947368421,7.0,3.56
2023,6,NYG,36,34,200.0,132.0,200.0,70,0.5142857142857142,532.0,7.6,5.555555555555555,3.8823529411764706
2023,6,NYJ,33,21,186.0,89.0,186.0,54,0.6111111111111112,461.0,8.537037037037036,5.636363636363637,4.238095238095238
2023,6,PHI,45,22,280.0,80.0,280.0,67,0.6716417910447762,640.0,9.552238805970148,6.222222222222222,3.6363636363636362
2023,6,SEA,41,25,326.0,87.0,326.0,66,0.6212121212121212,739.0,11.196969696969697,7.951219512195122,3.48
2023,6,SF,27,25,125.0,108.0,116.0,52,0.5192307692307693,349.0,6.711538461538462,4.62962962962963,4.32
2023,6,TB,37,16,206.0,46.0,206.0,53,0.6981132075471698,458.0,8.641509433962264,5.5675675675675675,2.875
2023,6,TEN,21,19,150.0,129.0,150.0,40,0.525,429.0,10.725,7.142857142857143,6.7894736842105265
2023,6,WAS,23,22,151.0,72.0,151.0,45,0.5111111111111111,374.0,8.311111111111112,6.565217391304348,3.272727272727273
2023,7,ARI,34,25,150.0,127.0,150.0,59,0.576271186440678,427.0,7.237288135593221,4.411764705882353,5.08
2023,7,ATL,25,38,250.0,156.0,251.0,63,0.3968253968253968,657.0,10.428571428571429,10.0,4.105263157894737
2023,7,BAL,28,27,357.0,146.0,326.0,55,0.509090909090909,829.0,15.072727272727272,12.75,5.407407407407407
2023,7,BUF,41,24,265.0,81.0,265.0,65,0.6307692307692307,611.0,9.4,6.463414634146342,3.375
2023,7,CHI,29,38,162.0,173.0,158.0,67,0.43283582089552236,493.0,7.358208955223881,5.586206896551724,4.552631578947368
2023,7,CLE,37,33,183.0,150.0,183.0,70,0.5285714285714286,516.0,7.371428571428571,4.945945945945946,4.545454545454546
2023,7,DEN,29,24,194.0,147.0,194.0,53,0.5471698113207547,535.0,10.09433962264151,6.689655172413793,6.125
2023,7,DET,53,14,284.0,84.0,284.0,67,0.7910447761194029,652.0,9.73134328358209,5.3584905660377355,6.0
2023,7,GB,32,29,194.0,137.0,194.0,61,0.5245901639344263,525.0,8.60655737704918,6.0625,4.724137931034483
2023,7,IND,23,40,305.0,168.0,305.0,63,0.36507936507936506,778.0,12.34920634920635,13.26086956521739,4.2
2023,7,JAX,29,26,204.0,113.0,217.0,55,0.5272727272727272,534.0,9.709090909090909,7.0344827586206895,4.346153846153846
2023,7,KC,42,21,424.0,68.0,424.0,63,0.6666666666666666,916.0,14.53968253968254,10.095238095238095,3.238095238095238
2023,7,LA,29,31,231.0,135.0,231.0,60,0.48333333333333334,597.0,9.95,7.9655172413793105,4.354838709677419
2023,7,LAC,30,26,259.0,139.0,259.0,56,0.5357142857142857,657.0,11.732142857142858,8.633333333333333,5.346153846153846
2023,7,LV,45,14,204.0,39.0,204.0,59,0.7627118644067796,447.0,7.576271186440678,4.533333333333333,2.7857142857142856
2023,7,MIA,32,12,216.0,45.0,216.0,44,0.7272727272727273,477.0,10.840909090909092,6.75,3.75
2023,7,MIN,45,21,378.0,74.0,378.0,66,0.6818181818181818,830.0,12.575757575757576,8.4,3.5238095238095237
2023,7,NE,30,24,272.0,96.0,272.0,54,0.5555555555555556,640.0,11.851851851851851,9.066666666666666,4.0
2023,7,NO,55,31,301.0,112.0,301.0,86,0.6395348837209303,714.0,8.30232558139535,5.472727272727273,3.6129032258064515
2023,7,NYG,29,32,279.0,106.0,279.0,61,0.47540983606557374,664.0,10.885245901639344,9.620689655172415,3.3125
2023,7,PHI,31,34,279.0,99.0,279.0,65,0.47692307692307695,657.0,10.107692307692307,9.0,2.911764705882353
2023,7,PIT,25,29,230.0,86.0,230.0,54,0.46296296296296297,546.0,10.11111111111111,9.2,2.9655172413793105
2023,7,SEA,24,32,219.0,115.0,219.0,56,0.42857142857142855,553.0,9.875,9.125,3.59375
2023,7,SF,30,22,272.0,65.0,272.0,52,0.5769230769230769,609.0,11.711538461538462,9.066666666666666,2.9545454545454546
2023,7,TB,42,20,275.0,73.0,275.0,62,0.6774193548387096,623.0,10.048387096774194,6.5476190476190474,3.65
2023,7,WAS,42,19,249.0,76.0,249.0,61,0.6885245901639344,574.0,9.40983606557377,5.928571428571429,4.0
2023,8,ARI,37,32,208.0,129.0,208.0,69,0.5362318840579711,545.0,7.898550724637682,5.621621621621622,4.03125
2023,8,ATL,34,26,246.0,140.0,246.0,60,0.5666666666666667,632.0,10.533333333333333,7.235294117647059,5.384615384615385
2023,8,BAL,27,29,157.0,130.0,157.0,56,0.48214285714285715,444.0,7.928571428571429,5.814814814814815,4.482758620689655
2023,8,BUF,40,26,324.0,115.0,324.0,66,0.6060606060606061,763.0,11.56060606060606,8.1,4.423076923076923
2023,8,CAR,31,24,235.0,44.0,235.0,55,0.5636363636363636,514.0,9.345454545454546,7.580645161290323,1.8333333333333333
2023,8,CHI,37,25,232.0,73.0,232.0,62,0.5967741935483871,537.0,8.661290322580646,6.27027027027027,2.92
2023,8,CIN,32,27,283.0,134.0,283.0,59,0.5423728813559322,700.0,11.864406779661017,8.84375,4.962962962962963
2023,8,CLE,32,40,257.0,155.0,257.0,72,0.4444444444444444,669.0,9.291666666666666,8.03125,3.875
2023,8,DAL,34,26,307.0,102.0,309.0,60,0.5666666666666667,718.0,11.966666666666667,9.029411764705882,3.923076923076923
2023,8,DEN,19,40,114.0,153.0,114.0,59,0.3220338983050847,381.0,6.4576271186440675,6.0,3.825
2023,8,DET,37,43,272.0,222.0,272.0,80,0.4625,766.0,9.575,7.351351351351352,5.162790697674419
2023,8,GB,41,17,229.0,74.0,229.0,58,0.7068965517241379,532.0,9.172413793103448,5.585365853658536,4.352941176470588
2023,8,HOU,24,28,140.0,109.0,132.0,52,0.46153846153846156,381.0,7.326923076923077,5.833333333333333,3.892857142857143
2023,8,IND,41,24,213.0,164.0,213.0,65,0.6307692307692307,590.0,9.076923076923077,5.195121951219512,6.833333333333333
2023,8,JAX,32,30,292.0,106.0,292.0,62,0.5161290322580645,690.0,11.129032258064516,9.125,3.533333333333333
2023,8,KC,38,16,240.0,62.0,240.0,54,0.7037037037037037,542.0,10.037037037037036,6.315789473684211,3.875
2023,8,LA,32,24,204.0,92.0,204.0,56,0.5714285714285714,500.0,8.928571428571429,6.375,3.8333333333333335
2023,8,LAC,40,25,298.0,54.0,298.0,65,0.6153846153846154,650.0,10.0,7.45,2.16
2023,8,LV,21,18,126.0,80.0,126.0,39,0.5384615384615384,332.0,8.512820512820513,6.0,4.444444444444445
2023,8,MIA,45,26,324.0,78.0,319.0,71,0.6338028169014085,721.0,10.154929577464788,7.2,3.0
2023,8,MIN,35,31,297.0,62.0,295.0,66,0.5303030303030303,654.0,9.909090909090908,8.485714285714286,2.0
2023,8,NE,29,19,161.0,77.0,161.0,48,0.6041666666666666,399.0,8.3125,5.551724137931035,4.052631578947368
2023,8,NO,29,36,354.0,161.0,354.0,65,0.4461538461538462,869.0,13.36923076923077,12.206896551724139,4.472222222222222
2023,8,NYG,14,52,7.0,203.0,7.0,66,0.21212121212121213,217.0,3.287878787878788,0.5,3.9038461538461537
2023,8,NYJ,36,22,240.0,58.0,240.0,58,0.6206896551724138,538.0,9.275862068965518,6.666666666666667,2.6363636363636362
2023,8,PHI,38,22,319.0,59.0,319.0,60,0.6333333333333333,697.0,11.616666666666667,8.394736842105264,2.6818181818181817
2023,8,PIT,43,18,211.0,70.0,211.0,61,0.7049180327868853,492.0,8.065573770491802,4.906976744186046,3.888888888888889
2023,8,SEA,37,17,254.0,114.0,254.0,54,0.6851851851851852,622.0,11.518518518518519,6.864864864864865,6.705882352941177
2023,8,SF,31,21,365.0,113.0,365.0,52,0.5961538461538461,843.0,16.21153846153846,11.774193548387096,5.380952380952381
2023,8,TB,42,17,237.0,78.0,237.0,59,0.711864406779661,552.0,9.35593220338983,5.642857142857143,4.588235294117647
2023,8,TEN,29,35,238.0,147.0,238.0,64,0.453125,623.0,9.734375,8.206896551724139,4.2
2023,8,WAS,52,16,397.0,84.0,397.0,68,0.7647058823529411,878.0,12.911764705882353,7.634615384615385,5.25
2023,9,ARI,20,21,58.0,41.0,58.0,41,0.4878048780487805,157.0,3.8292682926829267,2.9,1.9523809523809523
2023,9,ATL,38,28,268.0,110.0,268.0,66,0.5757575757575758,646.0,9.787878787878787,7.052631578947368,3.9285714285714284
2023,9,BAL,33,41,225.0,298.0,225.0,74,0.44594594594594594,748.0,10.108108108108109,6.818181818181818,7.2682926829268295
2023,9,BUF,38,16,258.0,68.0,258.0,54,0.7037037037037037,584.0,10.814814814814815,6.7894736842105265,4.25
2023,9,CAR,39,28,173.0,138.0,173.0,67,0.582089552238806,484.0,7.223880597014926,4.435897435897436,4.928571428571429
2023,9,CHI,30,32,220.0,156.0,220.0,62,0.4838709677419355,596.0,9.612903225806452,7.333333333333333,4.875
2023,9,CIN,44,22,348.0,54.0,348.0,66,0.6666666666666666,750.0,11.363636363636363,7.909090909090909,2.4545454545454546
2023,9,CLE,30,40,219.0,113.0,219.0,70,0.42857142857142855,551.0,7.871428571428571,7.3,2.825
2023,9,DAL,44,21,374.0,73.0,374.0,65,0.676923076923077,821.0,12.63076923076923,8.5,3.4761904761904763
2023,9,GB,26,38,228.0,184.0,228.0,64,0.40625,640.0,10.0,8.76923076923077,4.842105263157895
2023,9,HOU,42,17,470.0,43.0,465.0,59,0.711864406779661,978.0,16.576271186440678,11.19047619047619,2.5294117647058822
2023,9,IND,26,30,127.0,78.0,127.0,56,0.4642857142857143,332.0,5.928571428571429,4.884615384615385,2.6
2023,9,KC,30,24,185.0,93.0,185.0,54,0.5555555555555556,463.0,8.574074074074074,6.166666666666667,3.875
2023,9,LA,28,26,130.0,68.0,130.0,54,0.5185185185185185,328.0,6.074074074074074,4.642857142857143,2.6153846153846154
2023,9,LAC,30,21,136.0,84.0,136.0,51,0.5882352941176471,356.0,6.980392156862745,4.533333333333333,4.0
2023,9,LV,25,34,209.0,125.0,209.0,59,0.423728813559322,543.0,9.203389830508474,8.36,3.676470588235294
2023,9,MIA,34,21,193.0,117.0,192.0,55,0.6181818181818182,502.0,9.127272727272727,5.676470588235294,5.571428571428571
2023,9,MIN,36,33,236.0,146.0,236.0,69,0.5217391304347826,618.0,8.956521739130435,6.555555555555555,4.424242424242424
2023,9,NE,44,19,220.0,107.0,220.0,63,0.6984126984126984,547.0,8.682539682539682,5.0,5.631578947368421
2023,9,NO,35,27,214.0,87.0,214.0,62,0.5645161290322581,515.0,8.306451612903226,6.114285714285714,3.2222222222222223
2023,9,NYG,29,25,200.0,123.0,200.0,54,0.5370370370370371,523.0,9.685185185185185,6.896551724137931,4.92
2023,9,NYJ,49,20,263.0,64.0,256.0,69,0.7101449275362319,583.0,8.44927536231884,5.36734693877551,3.2
2023,9,PHI,23,33,207.0,109.0,207.0,56,0.4107142857142857,523.0,9.339285714285714,9.0,3.303030303030303
2023,9,PIT,30,30,160.0,166.0,160.0,60,0.5,486.0,8.1,5.333333333333333,5.533333333333333
2023,9,SEA,28,15,157.0,28.0,157.0,43,0.6511627906976745,342.0,7.953488372093023,5.607142857142857,1.8666666666666667
2023,9,TB,30,31,265.0,81.0,268.0,61,0.4918032786885246,614.0,10.065573770491802,8.833333333333334,2.6129032258064515
2023,9,TEN,39,25,262.0,105.0,262.0,64,0.609375,629.0,9.828125,6.717948717948718,4.2
2023,9,WAS,45,29,325.0,124.0,325.0,74,0.6081081081081081,774.0,10.45945945945946,7.222222222222222,4.275862068965517
2023,10,ARI,32,26,249.0,122.0,249.0,58,0.5517241379310345,620.0,10.689655172413794,7.78125,4.6923076923076925
2023,10,ATL,21,41,94.0,184.0,94.0,62,0.3387096774193548,372.0,6.0,4.476190476190476,4.487804878048781
2023,10,BAL,23,24,223.0,106.0,223.0,47,0.48936170212765956,552.0,11.74468085106383,9.695652173913043,4.416666666666667
2023,10,BUF,26,26,177.0,192.0,177.0,52,0.5,546.0,10.5,6.8076923076923075,7.384615384615385
2023,10,CAR,38,16,185.0,43.0,185.0,54,0.7037037037037037,413.0,7.648148148148148,4.868421052631579,2.6875
2023,10,CHI,33,37,162.0,133.0,162.0,70,0.4714285714285714,457.0,6.5285714285714285,4.909090909090909,3.5945945945945947
2023,10,CIN,40,16,347.0,66.0,347.0,56,0.7142857142857143,760.0,13.571428571428571,8.675,4.125
2023,10,CLE,35,36,213.0,178.0,213.0,71,0.49295774647887325,604.0,8.507042253521126,6.085714285714285,4.944444444444445
2023,10,DAL,44,33,472.0,168.0,472.0,77,0.5714285714285714,1112.0,14.441558441558442,10.727272727272727,5.090909090909091
2023,10,DEN,29,38,193.0,122.0,193.0,67,0.43283582089552236,508.0,7.582089552238806,6.655172413793103,3.210526315789474
2023,10,DET,33,31,333.0,200.0,333.0,64,0.515625,866.0,13.53125,10.090909090909092,6.451612903225806
2023,10,GB,40,24,289.0,116.0,289.0,64,0.625,694.0,10.84375,7.225,4.833333333333333
2023,10,HOU,39,34,356.0,188.0,356.0,73,0.5342465753424658,900.0,12.32876712328767,9.128205128205128,5.529411764705882
2023,10,IND,28,26,194.0,70.0,194.0,54,0.5185185185185185,458.0,8.481481481481481,6.928571428571429,2.6923076923076925
2023,10,JAX,32,17,190.0,59.0,190.0,49,0.6530612244897959,439.0,8.959183673469388,5.9375,3.4705882352941178
2023,10,LAC,40,28,323.0,98.0,323.0,68,0.5882352941176471,744.0,10.941176470588236,8.075,3.5
2023,10,LV,27,32,153.0,148.0,153.0,59,0.4576271186440678,454.0,7.694915254237288,5.666666666666667,4.625
2023,10,MIN,34,33,268.0,125.0,268.0,67,0.5074626865671642,661.0,9.865671641791044,7.882352941176471,3.787878787878788
2023,10,NE,27,36,195.0,167.0,195.0,63,0.42857142857142855,557.0,8.841269841269842,7.222222222222222,4.638888888888889
2023,10,NO,43,15,232.0,65.0,232.0,58,0.7413793103448276,529.0,9.120689655172415,5.395348837209302,4.333333333333333
2023,10,NYG,27,23,86.0,111.0,86.0,50,0.54,283.0,5.66,3.185185185185185,4.826086956521739
2023,10,NYJ,40,21,263.0,108.0,263.0,61,0.6557377049180327,634.0,10.39344262295082,6.575,5.142857142857143
2023,10,PIT,23,36,126.0,205.0,126.0,59,0.3898305084745763,457.0,7.745762711864407,5.478260869565218,5.694444444444445
2023,10,SEA,47,26,369.0,120.0,369.0,73,0.6438356164383562,858.0,11.753424657534246,7.851063829787234,4.615384615384615
2023,10,SF,28,30,302.0,144.0,276.0,58,0.4827586206896552,722.0,12.448275862068966,10.785714285714286,4.8
2023,10,TB,29,29,278.0,77.0,278.0,58,0.5,633.0,10.913793103448276,9.586206896551724,2.6551724137931036
2023,10,TEN,39,16,199.0,42.0,199.0,55,0.7090909090909091,440.0,8.0,5.102564102564102,2.625
2023,10,WAS,44,14,312.0,68.0,312.0,58,0.7586206896551724,692.0,11.931034482758621,7.090909090909091,4.857142857142857
2023,11,ARI,30,25,214.0,123.0,214.0,55,0.5454545454545454,551.0,10.018181818181818,7.133333333333334,4.92
2023,11,BAL,26,31,264.0,157.0,264.0,57,0.45614035087719296,685.0,12.017543859649123,10.153846153846153,5.064516129032258
